id_equipement,id_installation,installation,equipement,code_commune,commune,dep_code,departement,epci_code,epci_nom,type_equipement,categorie,proprietaire,type_proprietaire,type_gestionnaire,gestion_dsp_source,mode_gestion_calcule,surface_bassin_m2,longueur_m,largeur_m,profondeur_min_m,profondeur_max_m,nb_couloirs,type_utilisation,usage_scolaires,site_scolaire_explicit,particularite_installation,uai,qpv,qpv_flag,qpv_200m,qpv_200m_flag,longitude,latitude,activites
E002I591390015,I591390015,Espace Nautique Intercommunal (ENI),Bassin ludique,59139,Caudry,59,Nord,200030633,CA du Caudrésis et du Catésis,Bassin ludique de natation,,,EPCI,Etablissement privé commercial,True,DSP,150.0,,,0.8,1.2,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.39568,50.1282,Baignade loisirs
E002I591630006,I591630006,Piscine Municipale,Piscine Petit bassin Croix,59163,Croix,59,Nord,200093201,Métropole Européenne de Lille,Bassin mixte de natation,structurant,,Commune,Commune,False,Régie publique,156.3,12.5,12.5,0.9,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.14933,50.67685,"Aquagym, Baignade loisirs"
E002I591720022,I591720022,Centre Aqualudique Natur&O,Bassin Ludique,59172,Denain,59,Nord,200042190,CA de la Porte du Hainaut,Bassin ludique de natation,,Ville de Denain,Commune,,True,DSP,157.5,15.0,10.5,0.8,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05950M,1,3.393402,50.322217,"Aquagym, Baignade loisirs"
E002I591780040,I591780040,PISCINE DES GLACIS,PETIT BAIN,59178,Douai,59,Nord,200044618,CA Douaisis Agglo,Bassin mixte de natation,structurant,Ville de Douai,Commune,Commune,False,Régie publique,125.0,10.0,12.5,0.5,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.08011,50.36233,"Aquagym, Baignade loisirs"
E002I591830058,I591830058,PISCINE PAUL ASSEMAN,Bassin 25*21,59183,Dunkerque,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,525.0,25.0,21.0,1.3,1.9,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.38636,51.04782,"Aquagym, Baignade loisirs, Natation course sportive"
E002I592910011,I592910011,Piscine André Leduc,Petit Bassin,59291,Hautmont,59,Nord,200043396,CA Maubeuge Val de Sambre,Bassin mixte de natation,structurant,,Commune,Commune,False,Régie publique,192.0,16.0,12.0,0.6,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.92723,50.24661,"Aquagym, Baignade loisirs"
E002I592950020,I592950020,Piscine intercommunale d'Hazebrouck,Petit Bassin,59295,Hazebrouck,59,Nord,200040947,CC de Flandre Intérieure,Bassin sportif de natation,structurant,Communauté de Communes de Flandre Intérieure,EPCI,EPCI,False,Régie publique,125.0,12.5,10.0,0.2,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.539462,50.719772,"Aquagym, Baignade loisirs"
E002I593400009,I593400009,PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT,PETIT BASSIN,59340,Leffrinckoucke,59,Nord,245900428,CU de Dunkerque,Bassin ludique de natation,,Communauté Urbaine de Dunkerque,EPCI,Commune,False,Régie publique,100.0,10.0,10.0,0.6,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,"Piscine, Complexe sportif",,,0,,0,2.43997,51.05464,"Aquagym, Baignade loisirs"
E002I593500093,I593500093,PISCINE MUNICIPALE/59355/LOMME,PISCINE MUNICIPALE,59350,Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,Ville de Lomme,Commune,Commune,False,Régie publique,375.0,25.0,15.0,1.2,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.01476,50.64371,"Aquagym, Baignade loisirs, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre), Triathlon"
E002I593780017,I593780017,Piscine Municipale,Petit Bassin,59378,Marcq-en-Barœul,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,156.0,12.5,12.5,0.6,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05977M,1,3.08708,50.66624,"Aquagym, Baignade loisirs"
E002I800010025,I800010025,Piscine : AQU'ABB,Bassin 25 m,80001,Abbeville,80,Somme,200070993,CA de la Baie de Somme,Bassin mixte de natation,structurant,,EPCI,EPCI,True,DSP,375.0,25.0,15.0,0.0,3.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,1.83996,50.11069,"Aquagym, Baignade loisirs, Natation course sportive, Natation synchronisée, Water-Polo"
E002I800210027,I800210027,Piscine Le Nautilus (structurant),Bassin de natation,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin ludique de natation,,Commune d'Amiens,Commune,EPCI,False,Régie publique,240.0,,,0.4,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN08003M,1,QN08003M,1,2.311935,49.91068,"Aquagym, Baignade loisirs"
E002I800210162,I800210162,Centre Aquatique Amiens Metropole,Bassin Ludique et Détente,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin ludique de natation,,amiens metropole,EPCI,Autre,False,Autre gestion hors DSP,200.0,,,0.3,1.2,,"[""Individuel(s),famille(s)""]",0,0,Piscine,,,0,,0,2.290417,49.87343,Baignade loisirs
E002I804100008,I804100008,Piscine Aquari'Ham,Bassin ludique,80410,Ham,80,Somme,200070985,CC de l'Est de la Somme,Bassin ludique de natation,,Communauté de Communes de l'Est de la Somme,EPCI,Etablissement privé commercial,True,DSP,250.0,25.0,10.0,0.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.07598,49.75404,"Aquagym, Baignade loisirs"
E006I024080034,I024080034,Le dôme - Centre aquatique & patinoire,Bassin reception de toboggan,2408,Laon,2,Aisne,200043495,CA du Pays de Laon,Bassin de réception de toboggan,,,EPCI,Etablissement privé commercial,True,DSP,35.0,7.0,5.0,1.5,1.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Piscine, Patinoire",,,0,,0,3.65153,49.566651,Baignade loisirs
E002I020710003,I020710003,"Camping ""La Croix du vieux Pont",Petit bassin extérieur,2071,Berny-Rivière,2,Aisne,200071991,CC Retz-en-Valois,Bassin ludique de natation,,,Etablissement privé commercial,Etablissement privé commercial,,Autre gestion hors DSP,20.0,10.0,10.0,0.9,0.9,,"[""Individuel(s),famille(s)""]",0,0,Piscine,,,0,,0,3.12937,49.40507,Baignade loisirs
E001I592990008,I592990008,PISCINE DES TROIS VILLES,PISCINE DES TROIS VILLES,59299,Hem,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,sivu,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations""]",0,0,Piscine,,QN05969M,1,QN05969M,1,3.19829,50.67109,"Activités de forme et de santé, Aquagym, Baignade loisirs, Plongée subaquatique (Plongée libre)"
E001I593030010,I593030010,Piscine des WEPPES,Bassin sportif de 25 m,59303,Herlies,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,False,Autre gestion hors DSP,375.0,25.0,15.0,1.3,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.854375,50.576812,"Baignade loisirs, Natation course sportive"
E001I593500021,I593500021,Piscine plein Sud,Piscine Plein Sud,59350,Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,Mairie de Lille,Commune,Commune,False,Régie publique,375.0,25.0,15.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05972M,1,3.0413,50.6074,"Aquagym, Baignade loisirs, Natation course sportive, Natation synchronisée, Water-Polo"
E001I595440006,I595440006,PISCINE MUNICIPALE,GRAND BASSIN,59544,Saint-Saulve,59,Nord,245901160,CA Valenciennes Métropole,Bassin sportif de natation,structurant,Commune de Saint Saulves,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.9,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers""]",0,0,Piscine,,,0,QN05929M,1,3.55909,50.36496,"Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E001I595690010,I595690010,PISCINE TOURNESOL,Bassin de natation,59569,Sin-le-Noble,59,Nord,200044618,CA Douaisis Agglo,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.11689,50.36169,"Aquagym, Baignade loisirs, Natation course sportive, Water-Polo"
E001I595690016,I595690016,Sourcéane,Bassin sportif,59569,Sin-le-Noble,59,Nord,200044618,CA Douaisis Agglo,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,True,DSP,825.0,33.0,25.0,,,,,0,0,Piscine,,,0,QN05908M,1,3.10026347637,50.3496064651,Natation course sportive
E001I595710003,I595710003,PISCINE,PETIT BASSIN,59571,Solesmes,59,Nord,245901038,CC du Pays Solesmois,Bassin mixte de natation,structurant,,EPCI,EPCI,False,Régie publique,156.0,12.0,12.0,0.9,1.5,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,3.49841,50.19028,"Aquagym, Baignade loisirs, Natation course sportive"
E001I595990002,I595990002,Tourcoing les Bains,Bassin Sportf,59599,Tourcoing,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,Ville de Tourcoing,Commune,Etablissement privé commercial,True,DSP,525.0,25.0,21.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN05983M,1,3.1606,50.72425,"Aquagym, Baignade loisirs, Natation course sportive, Water-Polo"
E001I600570060,I600570060,Piscine Aldebert Bellier,Piscine A.Bellier,60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Bassin mixte de natation,structurant,,EPCI,EPCI,False,Régie publique,312.5,25.0,12.5,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.07907,49.42483,"Baignade loisirs, Natation course sportive"
E001I601030008,I601030008,PISCINE INTERCOMMUNALE,Piscine intercommunale,60103,Bresles,60,Oise,200067999,CA du Beauvaisis,Bassin sportif de natation,structurant,,EPCI,EPCI,,Régie publique,312.5,25.0,12.5,1.2,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.24552,49.40863,"Baignade loisirs, Natation course sportive"
E001I601390001,I601390001,PISCINE AQUATHELLE,Bassin sportif,60139,Chambly,60,Oise,200067973,CC Thelloise,Bassin sportif de natation,structurant,Communauté de Communes du Pays de Thelle,EPCI,Etablissement privé commercial,True,DSP,250.0,25.0,10.0,1.1,2.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.25376,49.1721,"Natation course sportive, Plongée subaquatique (Plongée libre)"
E001I602230013,I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,Bassin sportif,60223,Estrées-Saint-Denis,60,Oise,246000897,CC de la Plaine d'Estrées,Bassin sportif de natation,structurant,Communauté de Communes de la Plaine d'Estrées,EPCI,Etablissement privé commercial,True,DSP,200.0,25.0,8.0,0.8,1.8,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.64326,49.42945,Baignade loisirs
E009I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Bassin reception rivière,2691,Saint-Quentin,2,Aisne,200071892,CA du Saint-Quentinois,Bassin de réception de toboggan,,Communauté d'Agglomérations de Saint Quentin,EPCI,Etablissement privé commercial,True,DSP,30.0,10.0,3.0,1.2,1.2,,"[""Individuel(s),famille(s)""]",0,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,3.28562,49.83933,Baignade loisirs
E004I591220022,I591220022,Stade Nautique Liberté,petit bassin,59122,Cambrai,59,Nord,200068500,CA de Cambrai,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,150.0,25.0,6.0,1.0,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.2267,50.1723,Baignade loisirs
E004I591360007,I591360007,Duo Le Cateau,Pentagliss,59136,Le Cateau-Cambrésis,59,Nord,200030633,CA du Caudrésis et du Catésis,Bassin de réception de toboggan,,,,,,Autre gestion hors DSP,0.0,,,,,,,0,0,Piscine,,,0,,0,3.53198647499,50.0952654427,Baignade loisirs
E005I600570045,I600570045,Aquaspace,Fosse à plongée et fosse à plongeon,60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Fosse à plongée,,,EPCI,Commune,False,Régie publique,84.0,,,3.8,10.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.094182,49.451773,"Plongeon, Plongée subaquatique (Plongée libre)"
E005I601590027,I601590027,Plaine des sports Zac Mercieres,Grand bassin,60159,Compiègne,60,Oise,200067965,CA de la Région de Compiègne et de la Basse Automne,Bassin sportif de natation,structurant,Ville de Compiègne,Commune,Commune,False,Régie publique,500.0,25.0,20.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,2.78301,49.38909,"Baignade loisirs, Natation course sportive"
E005I602820009,I602820009,PISCINE AQUALIS,Bassin ludique intérieur,60282,Gouvieux,60,Oise,246000764,CC de l'Aire Cantilienne,Bassin ludique de natation,,,EPCI,Etablissement privé commercial,True,DSP,175.0,,,0.0,1.2,,"[""Individuel(s),famille(s)""]",0,0,Piscine,,,0,,0,2.43446,49.18919,Baignade loisirs
E001I590080007,I590080007,piscine municipale,bassin,59008,Aniche,59,Nord,245901152,CC Cœur d'Ostrevent,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.9,2.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05934M,1,3.25421,50.32551,"Baignade loisirs, Natation course sportive"
E001I590090057,I590090057,PISCINE DU TRIOLO,GRAND BASSIN,59009,Villeneuve-d'Ascq,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,375.0,25.0,15.0,1.8,3.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.14768,50.61369,"Baignade loisirs, Natation course sportive, Natation en eau libre, Plongée subaquatique (Plongée libre), Water-Polo"
E001I590170009,I590170009,Centre aquatique Calyssia,Grand bassin,59017,Armentières,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,True,DSP,575.0,25.0,23.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.86765,50.68859,"Baignade loisirs, Natation course sportive"
E001I590360001,I590360001,Piscine Laurent Swaenepoel,Grand Bassin,59036,Avesnes-sur-Helpe,59,Nord,200043263,CC Cœur de l'Avesnois,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,312.5,25.0,12.5,1.8,3.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.92245,50.12064,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E001I590940007,I590940007,Piscine Municipale,piscine municipale,59094,Bourbourg,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.19561,50.94087,"Aquagym, Baignade loisirs, Natation course sportive, Water-Polo"
E001I591070012,I591070012,Piscine Municipale,bassin,59107,Bray-Dunes,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.51452,51.07227,"Baignade loisirs, Natation course sportive, Triathlon"
E001I591390015,I591390015,Espace Nautique Intercommunal (ENI),Bassin sportif,59139,Caudry,59,Nord,200030633,CA du Caudrésis et du Catésis,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,True,DSP,300.0,25.0,12.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.39598,50.12839,"Baignade loisirs, Natation course sportive"
E001I591830041,I591830041,BASSIN D INITIATION DELEERSNYDER,PETIT BASSIN,59183,Dunkerque,59,Nord,245900428,CU de Dunkerque,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,36.0,12.0,6.0,0.7,1.3,,"[""Scolaires,universités""]",1,0,Piscine,,,0,,0,2.40012,51.04789,Baignade loisirs
E001I591830087,I591830087,Piscine Georges Guynemer,Grand bassin,59183,Dunkerque,59,Nord,245900428,CU de Dunkerque,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,625.0,25.0,25.0,1.8,1.8,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,2.32902,51.021923,"Baignade loisirs, Natation en eau libre"
E001I804100008,I804100008,Piscine Aquari'Ham,Bassin de natation sportive,80410,Ham,80,Somme,200070985,CC de l'Est de la Somme,Bassin sportif de natation,structurant,Communauté de Communes de l'Est de la Somme,EPCI,Etablissement privé commercial,,Autre gestion hors DSP,250.0,25.0,10.0,1.2,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.07598,49.75404,Baignade loisirs
E001I805700001,I805700001,Centre aquatique Alméo,Bassin de natation,80570,Moreuil,80,Somme,200070969,CC Avre Luce Noye,Bassin sportif de natation,structurant,Régie de gestion d'Alméo,Etablissement Public,EPCI,False,Régie publique,312.5,25.0,12.5,1.2,2.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.49116,49.7673,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E001I806200031,I806200031,Piscine Tournesol,Le grand bassin,80620,Péronne,80,Somme,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),Bassin mixte de natation,structurant,,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.9,2.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.94448,49.93641,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre), Triathlon"
E004I800210162,I800210162,Centre Aquatique Amiens Metropole,Bassin Jeremy Stravius,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin sportif de natation,structurant,amiens metropole,EPCI,EPCI,True,DSP,1250.0,50.0,25.0,0.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.290417,49.87343,"Baignade loisirs, Natation course sportive"
E004I800210059,I800210059,Coliseum,Bassin d'apprentissage,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin mixte de natation,structurant,,Commune,EPCI,False,Régie publique,150.0,15.0,10.0,0.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,2.28886,49.89368,"Aquagym, Baignade loisirs, Plongée en apnée"
E003I590090058,I590090058,CENTRE NAUTIQUE BABYLONE,BASSIN,59009,Villeneuve-d'Ascq,59,Nord,200093201,Métropole Européenne de Lille,Bassin mixte de natation,structurant,Commune de Villeneuve-d'Ascq,Commune,Commune,False,Régie publique,490.0,25.0,15.0,0.6,2.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.143764,50.652045,"Aquagym, Natation course sportive, Plongée subaquatique (Plongée libre), Sauvetage côtier/Surfboat, Triathlon, Water-Polo"
E003I591220022,I591220022,Stade Nautique Liberté,Bassin Ludique,59122,Cambrai,59,Nord,200068500,CA de Cambrai,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,75.0,15.0,5.0,0.3,1.5,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.2267,50.1723,Baignade loisirs
E003I591390015,I591390015,Espace Nautique Intercommunal (ENI),Bassin d'apprentissage,59139,Caudry,59,Nord,200030633,CA du Caudrésis et du Catésis,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,True,DSP,144.0,12.0,12.0,1.0,1.4,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.39568,50.12819,"Activités de forme et de santé, Aquagym, Baignade loisirs"
E003I591720022,I591720022,Centre Aqualudique Natur&O,Bassin extérieur nordique,59172,Denain,59,Nord,200042190,CA de la Porte du Hainaut,Bassin ludique de natation,,Ville de Denain,Commune,,True,DSP,201.4,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05950M,1,3.393402,50.322217,Baignade loisirs
E003I591830087,I591830087,Piscine Georges Guynemer,Fosse à plongée,59183,Dunkerque,59,Nord,245900428,CU de Dunkerque,Fosse à plongée,,,Commune,Commune,False,Régie publique,,,6.0,3.0,20.0,,"[""Clubs sportifs,comités,ligues,fédérations""]",0,0,Piscine,,,0,,0,2.32902,51.021923,Plongée subaquatique (Plongée libre)
E003I592730013,I592730013,complexe Maurice Baude et Piscine Municipale,Petit Bassin,59273,Gravelines,59,Nord,245900428,CU de Dunkerque,Bassin ludique de natation,,Gravelines,Commune,Commune,False,Régie publique,100.0,10.0,10.0,0.4,1.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.137227,50.986166,"Aquagym, Natation course sportive"
E003I593030010,I593030010,Piscine des WEPPES,Bassin éducatif,59303,Herlies,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,True,DSP,50.0,10.0,5.0,1.0,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.854375,50.576812,Baignade loisirs
E003I020710003,I020710003,"Camping ""La Croix du vieux Pont",Bassin intérieur,2071,Berny-Rivière,2,Aisne,200071991,CC Retz-en-Valois,Bassin ludique de natation,,,Etablissement privé commercial,Etablissement privé commercial,,Autre gestion hors DSP,198.0,22.0,9.0,0.9,2.5,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,3.12926,49.40491,"Aquagym, Baignade loisirs"
E003I593780017,I593780017,Piscine Municipale,Grand Bassin,59378,Marcq-en-Barœul,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,375.0,25.0,15.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN05977M,1,3.08659,50.66599,"Baignade loisirs, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre)"
E003I595120028,I595120028,Centre Nautique THALASSA,PISCINE BASSIN MIXTE,59512,Roubaix,59,Nord,200093201,Métropole Européenne de Lille,Bassin mixte de natation,structurant,EPCI,EPCI,EPCI,False,Régie publique,705.0,47.0,15.0,0.6,2.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,QN05980M,1,QN05980M,1,3.16359,50.691306,"Aquagym, Baignade loisirs, Natation course sportive"
E003I595270004,I595270004,"Complexe Piscine, volley",PISCINE MUNICIPALE GRAND BASSIN,59527,Saint-André-lez-Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,312.5,25.0,12.5,1.8,4.6,,"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.04966,50.65853,"Baignade loisirs, Natation course sportive, Plongée d'exploration / Photographie subaquatique"
E003I600570045,I600570045,Aquaspace,Bassin sportif,60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Bassin sportif de natation,structurant,,EPCI,Commune,False,Régie publique,525.0,25.0,21.0,1.8,2.6,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.094182,49.451773,"Baignade loisirs, Hockey subaquatique, Nage avec palmes, Natation course sportive, Natation synchronisée, Plongée en apnée, Water-Polo"
