Numéro de l'équipement sportif;Numéro de l'installation sportive;Date de l'enquête;Nom de l'installation sportive;SIRET Installation;Adresse;Code Postal;Commune nom;Commune INSEE;Type de particularité de l'installation;Unité Administrative Immatriculée (UAI);Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;Observation Installation;Date de changement d'état de la fiche d'enquête;Date de création de la fiche d'enquête;Installation hors-service;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Densite Niveau;Densite Catégorie;Département Code Complet;Réctorat Nom;ZRR Simplifié;Nom de l'équipement sportif;Type d'équipement sportif;Coordonnées;Nom du propriétaire;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Gestion en DSP;Arrêté d'ouverture au public;Type d'ERP de l'établissement;Catégorie ERP de l'établissement;Date de l'homologation préfectorale;Période de l'homologation préfectorale;Année de mise en service;Période de mise en service;Date des derniers gros travaux;Période des derniers gros travaux;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Nature de l'équipement sportif;Nature du sol;Longueur de l'aire d'évolution;Largeur de l'aire d'évolution;Hauteur de l'aire d'évolution;Surface de l'aire d'évolution;Eclairage de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires sportifs;Nombre de vestiaires arbitres/enseignants;Présence de douches;Présence de sanitaires;Types de locaux complémentaires;Types d'aménagements de confort;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;Equipement inscrit au PDESI / PDIPR;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;SAE: nombre de couloirs de la structure;Type de pas de tir;Adresse internet de l'équipement;Type d'utilisation;Equipement d'accès libre;Ouverture exclusivement saisonnière;Observation Equipement;Famille d'équipement sportif;Code du type d'équipement sportif;RNB ID;Accessibilité de l'installation en faveur des personnes en situation de handicap;Accessibilité de l'installation en transport en commun;Installation particulière;Locaux complémentaires;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Longitude;Latitude;Type de particularité de l'installation (brute);Activités;QPV;QPV à 200 mètres;Catégorie;gen_2024Fin_Labellisation
E001I625060002;I625060002;2025-03-31;SALLE DE JEUX ET TERRAINS DE PETANQUE;;"253 rue Du Breuil camping ""les pommiers des 3 pays""";62850;Licques;62506;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-12-27;;200072478;62;Pas-de-Calais;32;Hauts-de-France;CC Pays d'Opale;62038;Ardres;626;Calais;5;Bourgs ruraux;62;Académie de Lille;NC - Commune non classée;salle de jeux;Salle de tennis de table;50.779744637, 1.94804643056;SARL;Etablissement privé commercial;;Etablissement privé commercial;;false;false;;;;;2004;1995-2004;;;;"[""Electricité""]";Intérieur;Carrelage;15.0;10.0;3.0;150.0;true;;0;0;0;false;true;"[""Buvette""]";;Aire de jeu,Cheminements,Sanitaires;Sanitaires;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";false;false;;BAUDE;Mylène;contact@mairie-liques.fr;03 21 35 00 19;Salle ou terrain spécialisé;2111;X8C85V7NB3CV;true;false;true;true;false;false;true;true;false;true;false;false;false;true;false;false;false;1.94804643056;50.779744637;"[""Piscine""]";['Tennis de table']
E001I625160007;I625160007;2025-03-31;Piscine (Parc du Brule);20007246000013;Rue du Brule;62190;Lillers;62516;Piscine;;"[""Handicap moteur""]";;Travaux ayant été subventionné par l'Agence National du Sport (ANS);2024-09-19;2005-12-27;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62048;Auchel;622;Béthune;4;Ceintures urbaines;62;Académie de Lille;NC - Commune non classée;Piscine;Bassin sportif de natation;50.563095, 2.490141;COMMUNAUTÉ D’AGGLOMÉRATION DE BÉTHUNE-BRUAY, ARTOIS LYS ROMANE;EPCI;;EPCI;;false;true;"[""X""]";4;;;1976;1975-1984;2023;A partir de 2005;"[""Vétusté normale"", ""remise à niveau"", ""Mise en conformité avec les règlements (sécurité"", ""incendie"", ""hygiène ...)"", ""Inadaptation aux attentes des usagers""]";;Découvrable;Carrelage;;;;;true;;0;2;0;;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement"", ""Autre"", ""Bureau(x) Club(s)""]";;Accueil,Sanitaires,Vestiaires;;;25.0;10.0;250.0;0.9;2.1;;;;;;https://www.bethunebruay.fr/index.php/fr/piscines-communautaires;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";false;false;Travaux ayant été subventionné par l'Agence National du Sport (ANS);;;;;Bassin de natation;102;;true;false;true;true;true;true;false;false;false;true;false;false;false;false;false;false;false;2.490141;50.563095;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive']
E001I625250002;I625250002;2025-03-31;SCENEO;20006903700014;4 Avenue Léon BLUM;62219;Longuenesse;62525;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2015-02-02;;200069037;62;Pas-de-Calais;32;Hauts-de-France;CA du Pays de Saint-Omer;62765;Saint-Omer;625;Saint-Omer;2;Centres urbains intermédiaires;62;Académie de Lille;NC - Commune non classée;Bassin sportif;Bassin sportif de natation;50.74055, 2.27057;Communauté d'Agglomération de Saint-Omer (CASO);EPCI;Etablissement privé commercial;;;true;true;"[""X""]";2;2014-12-18;A partir de 2005;2015;A partir de 2005;;;;"[""Gaz"", ""Autre""]";Intérieur;Carrelage;;;;;true;;293;67;;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours"", ""Autre""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna"", ""Solarium"", ""Autre""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires;Sanitaires;;25.0;25.0;625.0;1.4;2.0;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;Le bassin sportif est complété d'un bassin d'apprentissage de 130 m², d'un bassin ludique de 278 m², d'une pataugeoire de 50 m², d'un toboggan de 35 ml et d'un spa de 2.7 m de diamètre. x;CHARLES;Lucie;l.charles@ca-pso.fr;;Bassin de natation;102;7B62Q3X4J183;true;false;true;true;true;true;true;true;true;true;true;false;false;true;false;false;false;2.27057;50.74055;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive']
E001I626170019;I626170019;2025-03-31;Piscine municipale;20007246000013;Avenue Pierre Guillon;62290;Nœux-les-Mines;62617;Piscine;;"[""Handicap moteur""]";;Prise de compétence agglomération en 2017;2024-04-24;2005-12-27;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;2;Centres urbains intermédiaires;62;Académie de Lille;NC - Commune non classée;Grand bassin;Bassin sportif de natation;50.47213, 2.67036;Communauté d'Agglomération Béthune-Bruay Artois Lys Romane;EPCI;;Commune;;false;true;"[""X""]";3;;;1976;1975-1984;2015;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Carrelage;;;;;true;;50;4;1;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";;Aire de jeu,Cheminements,Vestiaires;;;25.0;15.0;375.0;1.8;2.7;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;Changement de propriétaire et gestion EPCI au 01/01/2017;;;;;Bassin de natation;102;6BCMXK6C25PG;true;false;true;true;true;false;true;true;false;false;false;false;false;false;false;false;false;2.67036;50.47213;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive']
E001I627580010;I627580010;2025-03-31;Hélicéa;24620072900050;7 Rue du Mont Joie;62280;Saint-Martin-Boulogne;62758;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";;2024-09-26;2005-12-19;;246200729;62;Pas-de-Calais;32;Hauts-de-France;CA du Boulonnais;62160;Boulogne-sur-Mer;623;Boulogne-sur-Mer;1;Grands centres urbains;62;Académie de Lille;NC - Commune non classée;PATINOIRE LUDIQUE;Aire de sports de glace ludique;50.731, 1.64395;communuaté d'agglo du boulonnais;EPCI;;Etablissement privé commercial;;false;true;"[""X""]";1;;;2005;A partir de 2005;;;;;Intérieur;Glace;50.0;20.0;8.0;1000.0;true;;300;2;1;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local de rangement""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;RAS;;;;;Aire de sports de glaces;1503;PPWF5ZKTKV2C;true;true;true;true;true;true;true;true;true;true;true;false;false;true;false;false;false;1.64395;50.731;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Ballet sur glace / Danse sur glace / Patinage artistique']
E001I627650014;I627650014;2025-03-31;Base Nautique d'aviron;20006903700014;40 Rue Edouard Devos;62500;Saint-Omer;62765;Base de plein air et/ou de loisirs,Piscine;;;;;2024-02-01;2012-03-08;;200069037;62;Pas-de-Calais;32;Hauts-de-France;CA du Pays de Saint-Omer;62765;Saint-Omer;625;Saint-Omer;2;Centres urbains intermédiaires;62;Académie de Lille;NC - Commune non classée;Base nautique d'aviron;Stade d’aviron;50.75452, 2.2626;Communauté d'Agglomération du Pays Saint-Omer;EPCI;;Commune;;false;false;;;;;;1995-2004;;;;;;Surface naturelle;;;;;false;;0;2;1;true;true;"[""Réception / Accueil"", ""Local de rangement""]";;Aire de jeu;;;;;;;;;;;;;;"[""Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers""]";false;false;RAS;CHARLES;Lucie;l.charles@ca-pso.fr;03 74 18 20 00;Site d'activités aquatiques et nautiques;2406;;false;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;2.2626;50.75452;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Aviron']
E002I592730013;I592730013;2025-03-31;complexe Maurice Baude et Piscine Municipale;21590273500012;rte de bourbourg jean varlet;59820;Gravelines;59273;Piscine;;"[""Handicap moteur""]";;;2024-01-30;2005-11-02;;245900428;59;Nord;32;Hauts-de-France;CU de Dunkerque;59273;Gravelines;594;Dunkerque;3;Petites villes;59;Académie de Lille;NC - Commune non classée;salle maurice baude;Salle multisports (gymnase);50.98606, 2.13791;;Commune;Commune;Commune;Commune;false;true;"[""X""]";4;;;1973;1965-1974;2005;A partir de 2005;"[""Mise en conformité avec les règlements (sécurité"", ""incendie"", ""hygiène ...)""]";"[""Gaz""]";Intérieur;Synthétique (hors gazon);44.0;24.0;8.3;1056.0;true;;0;4;0;true;true;"[""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;;;;;;;;;;;;;"[""Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;RAS;;;;;Salle multisports;1901;;true;false;true;true;true;true;true;true;true;true;false;false;false;false;false;false;false;2.13791;50.98606;"[""Piscine""]";['Badminton', 'Jeu de volant', 'Basket-Ball', 'Football / Football en salle (Futsal)', 'Handball / Mini hand / Handball de plage', 'Tennis de table']
E002I592860012;I592860012;2025-03-31;"Centre Aquatique Loos Haubourdin ""NEPTUNIA""";20009320100081;Rue Thirion et Ferron;59320;Haubourdin;59286;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-08-24;true;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Bassin d'apprentissage;Bassin ludique de natation;50.61523, 2.9973;;EPCI;;EPCI;;false;true;"[""X""]";2;;;2008;A partir de 2005;;;;"[""Gaz""]";Intérieur;Carrelage;;;;;false;;0;7;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna"", ""Solarium"", ""Autre""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;15.0;12.0;187.0;0.7;1.3;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;;;;;;Bassin de natation;103;N87HD4E2E758;true;false;true;true;true;true;true;true;true;true;false;false;false;true;false;false;false;2.9973;50.61523;"[""Piscine""]";['Aquagym', 'Baignade loisirs']
E002I593030010;I593030010;2025-03-31;Piscine des WEPPES;20009320100081;Rue de croix RN 41 Lille - La Bassée;59134;Herlies;59303;Piscine;;"[""Handicap moteur""]";;;2020-03-18;2012-07-01;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59051;La Bassée;595;Lille;4;Ceintures urbaines;59;Académie de Lille;NC - Commune non classée;Bassin d'apprentissage;Bassin ludique de natation;50.576812, 2.854375;;EPCI;;Etablissement privé commercial;;true;true;"[""X""]";;;;2012;A partir de 2005;;;;"[""Gaz"", ""Solaire""]";Intérieur;Métal;;;;;true;;199;20;2;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) bouillonnant(s)"", ""Solarium""]";Aire de jeu,Sanitaires,Vestiaires;Sanitaires;;;;122.0;0.8;1.2;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";false;false;;;;;;Bassin de natation;103;;true;false;true;true;true;false;true;false;false;true;false;false;false;true;false;false;false;2.854375;50.576812;"[""Piscine""]";['Aquagym', 'Baignade loisirs']
E002I593500108;I593500108;2025-03-31;Piscine Olympique Marx Dormoy;21590350100017;36 Avenue Max Dormoy;59000;Lille;59350;Piscine;;;;;2024-04-24;2005-08-24;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Aviron Union Nautique;Site d'activités aquatiques et nautiques;50.63618, 3.0334;;Commune;;Association(s);;false;;"[""X""]";;1998-04-14;1995-2004;1981;1975-1984;;;;;Site naturel aménagé;Béton;;;;;true;;0;2;0;true;true;"[""Bureau(x) Club(s)"", ""Local de rangement"", ""Salle(s) de réunion/cours"", ""Autre""]";;;;;;;;;;;;;;;http://www.aunl.12r.org;"[""Clubs sportifs,comités,ligues,fédérations""]";true;false;"L'évolution totale est de 20 km linéaire.
Sport pleine nature dans la région Nord Pad-de-Calais : canoë/ kayak, aviron, ski nautique.";;;;;Site d'activités aquatiques et nautiques;2401;;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;3.0334;50.63618;"[""Piscine""]";['Aviron', 'Slalom']
E002I594100005;I594100005;2025-03-31;PISCINE MUNICIPALE;21590410300011;Rue Lacordaire;59370;Mons-en-Barœul;59410;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-10-06;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Petit BASSIN;Bassin ludique de natation;50.639779, 3.106604;;Commune;;Commune;;false;true;"[""X""]";3;;;2012;A partir de 2005;;;;"[""Autre""]";Intérieur;Carrelage;;;;;true;;0;28;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Solarium""]";Aire de jeu,Cheminements,Sanitaires,Vestiaires;Sanitaires;;12.8;11.0;140.3;1.3;1.3;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;capacité vestiaires doublée depuis 2014. x;VERHILLE;Baptiste;BVerhille@ville-mons-en-baroeul.fr;;Bassin de natation;103;6JTSF3Z86QXT;true;false;true;true;true;false;true;true;false;true;false;false;false;true;false;false;false;3.106604;50.639779;"[""Piscine""]";['Aquagym', 'Baignade loisirs']
E002I594840006;I594840006;2025-03-31;Piscine du Sivah;24590030300026;117 rue jean mermoz;59920;Quiévrechain;59484;Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";"[""Bus""]";;2024-04-24;2005-11-20;;245901160;59;Nord;32;Hauts-de-France;CA Valenciennes Métropole;59484;Quiévrechain;596;Valenciennes;2;Centres urbains intermédiaires;59;Académie de Lille;NC - Commune non classée;Petit Bassin;Bassin sportif de natation;50.40058, 3.66917;SIVAH;EPCI;EPCI;EPCI;;false;true;"[""X"", ""L""]";2;;;1977;1975-1984;2023;;"[""Dégâts liés à des dégradations ou à une catastrophe (nat. et ind.)""]";"[""Gaz"", ""Autre""]";Intérieur;Carrelage;;;7.0;;true;;0;12;28;;true;"[""Réception / Accueil"", ""Local de rangement"", ""Infirmerie"", ""Autre""]";;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;Cheminements,Sanitaires,Signalétique,Vestiaires;;20.0;15.0;300.0;0.2;1.8;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;RAS;DUFOURT;Philippe;p.dufourt@mairie-quievrechain.fr;03 27 45 42 24;Bassin de natation;102;4QYXH92T12XC;true;true;true;true;true;true;false;true;true;true;false;false;true;true;true;false;true;3.66917;50.40058;"[""Piscine""]";['Aquagym', 'Baignade loisirs']
E002I595070005;I595070005;2025-03-31;PISCINE MUNICIPALE;21590507600018;Rue de la Comtesse de Ségur;59790;Ronchin;59507;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-08-24;true;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;GRAND BASSIN;Bassin sportif de natation;50.60282, 3.09196;;Commune;;Commune;;false;true;"[""X""]";2;;;1972;1965-1974;2016;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Carrelage;;;;;true;;300;5;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Centre médico-sportif"", ""Local de rangement""]";"[""Sauna"", ""Solarium""]";Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;25.0;15.0;375.0;1.8;4.0;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;;;;;;Bassin de natation;102;M5EQ9AH5QFTW;true;false;true;true;true;false;true;true;true;true;false;false;false;true;false;false;false;3.09196;50.60282;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Natation course sportive', 'Plongée subaquatique (Plongée libre)']
E002I595120028;I595120028;2025-03-31;Centre Nautique THALASSA;20009320100081;37 Rue de l'Épeule;59100;Roubaix;59512;Piscine;;;;"piscine actuellement fermée pour travaux, réouverture prévu au mieux fin 2026
Travaux subventionné par l'Agence National du Sport (ANS)";2024-04-24;2005-08-24;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;SALLE DE MUSCULATION;Salle de musculation/cardiotraining;50.69134, 3.16326;;EPCI;;EPCI;;false;true;"[""X""]";2;;;1990;1985-1994;;;;"[""Gaz""]";Intérieur;Synthétique (hors gazon);20.0;10.0;5.0;200.0;true;;0;5;0;true;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement""]";;Sanitaires,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";false;false;;;;;;Equipement d'activités de forme et de santé;802;;false;false;true;true;true;false;false;false;false;true;false;false;false;true;false;false;false;3.16326;50.69134;"[""Piscine""]";['Culturisme', 'Haltérophilie / Force athlétique', 'Musculation']
E004I023610002;I023610002;2025-03-31;Centre aquatique AQUOISIA;48853075900189;ZAC de la Briqueterie;02120;Guise;02361;Piscine;;"[""Handicap moteur""]";"[""Bus""]";;2023-11-28;2012-09-06;;200071983;2;Aisne;32;Hauts-de-France;CC Thiérache Sambre et Oise;02361;Guise;025;Vervins;5;Bourgs ruraux;02;Académie d'Amiens;C - Classée en ZRR;Salle cadrio-training;Salle de musculation/cardiotraining;49.906189, 3.647676;Communauté de Communes de la Région de Guise;EPCI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Equipement d'activités de forme et de santé;802;;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;3.647676;49.906189;"[""Piscine""]";['Activités de forme et de santé']
E004I805700001;I805700001;2025-03-31;Centre aquatique Alméo;;Rue Maurice Garin Parc des sports;80110;Moreuil;80570;Piscine;;"[""Handicap moteur""]";"[""Bus""]";;2011-11-22;2009-02-08;;200070969;80;Somme;32;Hauts-de-France;CC Avre Luce Noye;80570;Moreuil;803;Montdidier;5;Bourgs ruraux;80;Académie d'Amiens;NC - Commune non classée;Bassin de balnéo (aquaforme);Bassin d'exercices aquatiques;49.7673, 2.49116;régie de gestion d'Alméo;Etablissement Public;;EPCI;;false;true;"[""X""]";3;;;2008;A partir de 2005;;;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;300;14;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna""]";Aire de jeu,Sanitaires,Tribunes,Vestiaires;Sanitaires;;;;73.0;0.8;1.2;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations""]";false;false;2 vestiaires collectifs avec cabines pour enseignants / locaux complémentaires : autre = local MNS, local du personnel / aménagement complémentaires : autre = jets massants, banquette bouillonnante;;;;;Equipement d'activités de forme et de santé;803;KHW35W4AGF2D;true;true;true;true;true;false;true;false;false;true;true;false;false;true;false;false;false;2.49116;49.7673;"[""Piscine""]";['Aquagym']
E002I590090058;I590090058;2025-03-31;CENTRE NAUTIQUE BABYLONE;21590009300018;Rue du Podium;59491;Villeneuve-d'Ascq;59009;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-08-24;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;SALLE DE MUSCULATION;Salle de musculation/cardiotraining;50.65196, 3.14379;;Commune;;Commune;;false;true;"[""X""]";2;;;1989;1985-1994;;;;"[""Gaz"", ""Autre""]";Intérieur;Carrelage;8.0;5.0;4.0;40.0;true;;0;36;0;true;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";"[""Sauna""]";Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations""]";false;false;;;;;;Equipement d'activités de forme et de santé;802;G6D2HNB8SBFD;true;false;true;true;true;true;true;true;true;true;false;false;false;true;false;false;false;3.14379;50.65196;"[""Piscine""]";['Musculation']
E003I800210027;I800210027;2025-03-31;Piscine Le Nautilus (structurant);21800019800018;35 Rue Léo Lagrange;80080;Amiens;80021;Piscine;;"[""Handicap moteur""]";"[""Bus""]";"Piscine actuellement fermée pour travaux réouverture prévu deuxième semestre 2026
Travaux dans le cadre du plan 5000 équipements";2018-02-23;2005-12-20;;248000531;80;Somme;32;Hauts-de-France;CA Amiens Métropole;80021;Amiens;802;Amiens;1;Grands centres urbains;80;Académie d'Amiens;NC - Commune non classée;Bassin de natation sportive;Bassin sportif de natation;49.91068, 2.311935;Commune d'Amiens;Commune;;EPCI;;false;true;"[""X""]";3;;;1994;1985-1994;2026;A partir de 2005;"[""Mise en conformité avec les règlements (sécurité"", ""incendie"", ""hygiène ...)"", ""Inadaptation aux attentes des usagers"", ""Vétusté normale"", ""remise à niveau""]";"[""Autre""]";Intérieur;Carrelage;;;;;true;;30;6;0;true;true;"[""Buvette"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Solarium""]";Vestiaires;;;25.0;15.0;375.0;1.8;1.8;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Travaux dans le cadre du plan 5000 équipements;;;;;Bassin de natation;102;;true;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;2.311935;49.91068;"[""Piscine""]";['Aquagym', 'Baignade loisirs', 'Nage avec palmes', 'Natation course sportive', 'Natation synchronisée', 'Sauvetage en eau plate', 'Water-Polo']
E003I800210059;I800210059;2025-03-31;Coliseum;21800019800018;Rue Caumartin;80000;Amiens;80021;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";Parking à proximité mais non spécifique au Coliseum. Pour les équipements extérieurs, le public n'a pas accès ni aux vestiaires, ni aux wc.;2024-02-22;2005-08-11;;248000531;80;Somme;32;Hauts-de-France;CA Amiens Métropole;80021;Amiens;802;Amiens;1;Grands centres urbains;80;Académie d'Amiens;NC - Commune non classée;Bassin ludique;Bassin ludique de natation;49.89368, 2.28886;;Commune;;EPCI;;false;true;"[""L"", ""X""]";1;2004-07-09;1995-2004;1996;1995-2004;2005;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;4;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Local contrôle anti-dopage"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) bouillonnant(s)"", ""Solarium""]";Sanitaires,Tribunes,Vestiaires;Sanitaires;;;;213.0;0.4;1.5;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;5299 : bébé nageur;;;;;Bassin de natation;103;76SPFQM9KSNP;true;true;true;true;true;false;false;false;false;true;true;false;false;true;false;false;false;2.28886;49.89368;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Aquagym', 'Baignade loisirs']
